,index,zipcode,Category,installs_per_100,100_hhs,number_installed,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,population,landsqmi,popdensity,total_household,avg_hh_size,percet_1unit,ZCTA_5,mean_income,earning_hhs,mean_income_earning_hhs,percent_int_div_rent,earn_int_div_rent,no_financial_incentive_prog,no_rules_reg_pol_incentive,no_plants,op_months,summer_capacity,winter_capacity,nameplate_capacity,comm_rate,ind_rate,res_rate,comm_rate_noniou,ind_rate_noniou,res_rate_noniou,region
5284,5284,58104,Low,0.006789788,147.28,1,Fargo,ND,Zip Code Area,58104,Zip Matches ZCTA,28322,28.65,988.69,14728,2.36,55.7,58104,95134,87.9,95426,24.9,17434,0,2,0,0,0.0,0.0,0.0,0.09,0.07,0.1,0.0,0.0,0.0,SPP
5285,5285,94037,High,2.264492754,11.04,25,Montara,CA,Zip Code Area,94037,Zip Matches ZCTA,2913,5.77,504.59,1104,2.62,92.0,94037,118292,79.2,129257,44.8,7437,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
5286,5286,7723,Medium,0.265957447,3.76,1,Deal,NJ,Zip Code Area,7723,Zip Matches ZCTA,1020,1.63,626.15,376,2.66,75.8,7723,147148,68.6,141943,49.2,56162,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
5287,5287,21783,Low,0.03029385,33.01,1,Smithsburg,MD,Zip Code Area,21783,Zip Matches ZCTA,9130,44.9,203.33,3301,2.67,95.3,21783,85517,80.6,86170,27.6,8359,7,4,0,0,0.0,0.0,0.0,0.07,0.05,0.07,0.0,0.0,0.0,PJM
5288,5288,10994,Medium,0.267175573,26.2,7,West Nyack,NY,Zip Code Area,10994,Zip Matches ZCTA,7085,6.11,1159.2,2620,2.9,91.4,10994,143938,82.5,144656,33.8,12131,14,6,0,0,0.0,0.0,0.0,0.1,0.06,0.15,0.0,0.0,0.0,NYISO
5289,5289,94522,Low,0.007551729,132.42,1,Concord,CA,Post Office or large volume customer,94520,Spatial join to ZCTA,37208,10.09,3688.34,13242,2.96,44.1,94520,64405,82.8,67063,12.6,6903,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
5290,5290,37149,Low,0.112233446,8.91,1,Readyville,TN,Zip Code Area,37149,Zip Matches ZCTA,2210,65.13,33.93,891,2.9,73.3,37149,67045,82.6,64811,22.9,10093,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.05,Southeast
5291,5291,2129,Low,0.034686091,86.49,3,Charlestown,MA,Zip Code Area,2129,Zip Matches ZCTA,16439,1.35,12159.02,8649,2.11,17.6,2129,127385,83.1,138587,24.7,18255,18,4,0,0,0.0,0.0,0.0,0.11,0.1,0.15,0.0,0.0,0.0,New England
5292,5292,37150,Low,0.050735667,19.71,1,Red Boiling Springs,TN,Zip Code Area,37150,Zip Matches ZCTA,4894,106.93,45.77,1971,2.41,71.9,37150,36139,65.5,40440,12.8,2730,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.07,Southeast
5293,5293,95388,Medium,0.666488936,37.51,25,Winton,CA,Zip Code Area,95388,Zip Matches ZCTA,13074,38.78,337.14,3751,3.7,77.8,95388,56271,82.0,51636,10.9,29320,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.12,0.08,0.16,CAISO
5294,5294,81503,Low,0.194615634,61.66,12,Grand Junction,CO,Zip Code Area,81503,Zip Matches ZCTA,15250,35.09,434.65,6166,2.46,79.0,81503,56801,74.8,57356,19.6,9447,10,0,0,0,0.0,0.0,0.0,0.09,0.07,0.11,0.12,0.09,0.14,Southwest
5295,5295,3290,Low,0.05787037,17.28,1,Nottingham,NH,Zip Code Area,3290,Zip Matches ZCTA,4731,45.83,103.24,1728,2.79,93.6,3290,114398,91.1,101788,31.0,34819,4,4,0,0,0.0,0.0,0.0,0.12,0.2,0.13,0.13,0.09,0.15,New England
5296,5296,12582,Medium,0.284697509,14.05,4,Stormville,NY,Zip Code Area,12582,Zip Matches ZCTA,6191,12.78,484.35,1405,3.08,86.3,12582,116819,83.4,116633,25.0,7972,14,6,0,0,0.0,0.0,0.0,0.08,0.05,0.11,0.0,0.0,0.0,NYISO
5297,5297,90046,Medium,0.399023081,290.71,116,Los Angeles,CA,Zip Code Area,90046,Zip Matches ZCTA,48581,5.78,8403.56,29071,1.73,21.8,90046,104948,83.3,110662,25.5,27560,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.15,CAISO
5298,5298,91360,High,2.002794597,150.29,301,Thousand Oaks,CA,Zip Code Area,91360,Zip Matches ZCTA,42402,14.53,2919.24,15029,2.76,77.4,91360,109108,77.0,109449,36.9,21878,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
5299,5299,17509,Medium,0.460829493,13.02,6,Christiana,PA,Zip Code Area,17509,Zip Matches ZCTA,4664,25.79,180.86,1302,3.68,87.1,17509,82792,87.1,79819,20.4,13933,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.1,0.0,0.0,0.0,PJM
5300,5300,12074,Medium,0.262927257,11.41,3,Galway,NY,Zip Code Area,12074,Zip Matches ZCTA,2963,35.65,83.12,1141,2.36,84.8,12074,82547,72.9,83198,28.6,19169,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
5301,5301,47633,Low,0.088652482,11.28,1,Poseyville,IN,Zip Code Area,47633,Zip Matches ZCTA,2542,62.13,40.92,1128,2.42,87.3,47633,60201,71.2,63513,22.3,13707,8,3,0,0,0.0,0.0,0.0,0.11,0.07,0.13,0.11,0.09,0.12,MISO
5302,5302,8848,Medium,0.228608752,30.62,7,Milford,NJ,Zip Code Area,8848,Zip Matches ZCTA,8435,33.32,253.14,3062,2.73,93.2,8848,121278,83.5,114481,35.4,28183,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
5303,5303,21638,Medium,0.216450216,18.48,4,Grasonville,MD,Zip Code Area,21638,Zip Matches ZCTA,4934,9.84,501.58,1848,2.77,86.1,21638,106775,79.9,106836,27.4,18601,7,4,0,0,0.0,0.0,0.0,0.08,0.03,0.1,0.0,0.0,0.0,PJM
5304,5304,14055,Low,0.166389351,6.01,1,East Concord,NY,Zip Code Area,14055,Zip Matches ZCTA,1405,32.34,43.45,601,2.56,88.2,14055,70996,78.7,73218,18.1,2801,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
5305,5305,92392,Medium,0.738430199,157.09,116,Victorville,CA,Zip Code Area,92392,Zip Matches ZCTA,54858,37.33,1469.7,15709,3.66,86.7,92392,64998,80.0,65864,8.8,17307,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
5306,5306,80223,Low,0.055447741,72.14,4,Denver,CO,Zip Code Area,80223,Zip Matches ZCTA,17987,5.24,3432.63,7214,2.71,73.4,80223,56851,79.5,60281,9.2,25048,10,0,0,0,0.0,0.0,0.0,0.09,0.07,0.11,0.0,0.0,0.0,Southwest
5307,5307,95610,Low,0.164389774,176.41,29,Citrus Heights,CA,Zip Code Area,95610,Zip Matches ZCTA,44147,7.83,5638.19,17641,2.51,61.4,95610,63429,79.7,61178,17.0,10172,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.14,0.1,0.15,CAISO
5308,5308,85191,Low,0.021057065,47.49,1,Valley Farms,AZ,Post Office or large volume customer,85128,Spatial join to ZCTA,14823,163.36,90.74,4749,3.28,80.2,85128,49273,73.4,48368,8.5,16324,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
5309,5309,20860,Medium,0.223214286,8.96,2,Sandy Spring,MD,Zip Code Area,20860,Zip Matches ZCTA,2396,3.81,629.7,896,2.76,82.4,20860,136658,70.4,168424,29.2,8869,7,4,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.0,0.0,0.0,PJM
5310,5310,3307,Low,0.098183603,20.37,2,Loudon,NH,Zip Code Area,3307,Zip Matches ZCTA,5334,49.67,107.38,2037,2.66,81.7,3307,84260,83.6,81659,28.5,9717,4,4,0,0,0.0,0.0,0.0,0.12,0.14,0.12,0.13,0.09,0.15,New England
5311,5311,91945,Medium,0.702740689,85.38,60,Lemon Grove,CA,Zip Code Area,91945,Zip Matches ZCTA,25460,3.92,6488.28,8538,3.08,74.9,91945,66936,79.7,66669,15.2,10037,22,2,0,0,0.0,0.0,0.0,0.14,0.11,0.15,0.0,0.0,0.0,CAISO
5312,5312,96740,Low,0.00784991,127.39,1,Kailua Kona,HI,Zip Code Area,96740,Zip Matches ZCTA,33321,236.42,140.94,12739,2.85,69.3,96740,83577,78.2,74759,28.6,27719,1,2,0,0,0.0,0.0,0.0,0.3,0.24,0.32,0.0,0.0,0.0,Hawaii
5313,5313,55044,Low,0.017320016,173.21,3,Lakeville,MN,Zip Code Area,55044,Zip Matches ZCTA,47218,64.11,736.49,17321,2.95,91.1,55044,125106,89.7,123663,25.6,16767,32,3,0,0,0.0,0.0,0.0,0.1,0.08,0.13,0.09,0.13,0.13,MISO
5314,5314,13160,Medium,0.262123198,7.63,2,Union Springs,NY,Zip Code Area,13160,Zip Matches ZCTA,2027,21.28,95.26,763,2.45,83.6,13160,68966,71.3,73531,23.7,5539,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
5315,5315,15063,Low,0.043299415,46.19,2,Monongahela,PA,Zip Code Area,15063,Zip Matches ZCTA,11677,28.45,410.48,4619,2.39,88.1,15063,64770,72.4,65960,26.9,6012,7,3,0,0,0.0,0.0,0.0,0.06,0.06,0.1,0.0,0.0,0.0,PJM
5316,5316,12466,Medium,0.203045685,9.85,2,Port Ewen,NY,Zip Code Area,12466,Zip Matches ZCTA,2471,1.04,2380.54,985,2.28,76.1,12466,83046,74.6,83273,32.7,14043,14,6,0,0,0.0,0.0,0.0,0.08,0.06,0.13,0.0,0.0,0.0,NYISO
5317,5317,7980,Low,0.122699387,8.15,1,Stirling,NJ,Zip Code Area,7980,Zip Matches ZCTA,2307,2.72,849.41,815,2.81,72.0,7980,160943,85.8,172294,21.8,6892,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
5318,5318,20689,Low,0.152905199,6.54,1,Sunderland,MD,Zip Code Area,20689,Zip Matches ZCTA,1694,7.78,217.63,654,2.93,100.0,20689,138083,76.9,152523,24.9,3883,7,4,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.07,0.0,0.09,PJM
5319,5319,1351,High,5.257936508,10.08,53,Montague,MA,Zip Code Area,1351,Zip Matches ZCTA,2270,20.93,108.48,1008,2.29,82.7,1351,90019,78.2,92206,31.7,5778,18,4,0,0,0.0,0.0,0.0,0.1,0.09,0.14,0.0,0.0,0.0,New England
5320,5320,76401,Low,0.009572126,104.47,1,Stephenville,TX,Zip Code Area,76401,Zip Matches ZCTA,25702,412.34,62.33,10447,2.68,67.3,76401,57272,79.2,58356,13.2,17067,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.08,ERCOT
5321,5321,2048,Low,0.024154589,82.8,2,Mansfield,MA,Zip Code Area,2048,Zip Matches ZCTA,23184,20.1,1153.38,8280,2.85,68.7,2048,123923,89.8,122365,25.8,22264,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.15,0.14,0.15,New England
5322,5322,91755,Medium,0.285355553,87.61,25,Monterey Park,CA,Zip Code Area,91755,Zip Matches ZCTA,27496,3.11,8846.85,8761,3.11,64.3,91755,70252,79.8,70275,19.2,20166,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
5323,5323,21286,Low,0.162764492,79.87,13,Towson,MD,Zip Code Area,21286,Zip Matches ZCTA,19206,8.52,2253.96,7987,2.3,66.9,21286,97790,73.8,103640,32.9,16452,7,4,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.0,0.0,0.0,PJM
5324,5324,3860,Low,0.051948052,19.25,1,North Conway,NH,Zip Code Area,3860,Zip Matches ZCTA,4056,20.17,201.07,1925,2.24,46.1,3860,64970,83.1,57350,22.0,26279,4,4,0,0,0.0,0.0,0.0,0.12,0.2,0.13,0.13,0.09,0.15,New England
5325,5325,17889,Medium,0.725388601,9.65,7,Winfield,PA,Zip Code Area,17889,Zip Matches ZCTA,2735,22.72,120.38,965,2.86,94.6,17889,80828,83.4,72305,35.3,15053,7,3,0,0,0.0,0.0,0.0,0.06,0.04,0.08,0.0,0.0,0.0,PJM
5326,5326,14105,Low,0.178677784,16.79,3,Middleport,NY,Zip Code Area,14105,Zip Matches ZCTA,4566,47.1,96.94,1679,2.56,84.0,14105,69814,74.1,74655,21.9,5545,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
5327,5327,89141,Low,0.020774904,96.27,2,Las Vegas,NV,Zip Code Area,89141,Zip Matches ZCTA,25150,10.68,2354.87,9627,3.03,94.3,89141,103647,88.5,101981,19.5,14360,9,2,0,0,0.0,0.0,0.0,0.05,0.04,0.06,0.0,0.0,0.0,Northwest
5328,5328,77385,Low,0.054318305,73.64,4,Conroe,TX,Zip Code Area,77385,Zip Matches ZCTA,19534,21.81,895.52,7364,3.12,83.6,77385,100633,89.8,100678,16.1,13097,19,2,0,0,0.0,0.0,0.0,0.07,0.05,0.1,0.11,0.08,0.12,ERCOT
5329,5329,17044,Low,0.022393909,89.31,2,Lewistown,PA,Zip Code Area,17044,Zip Matches ZCTA,21209,98.1,216.19,8931,2.31,76.0,17044,48768,66.6,53318,18.3,5230,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.1,0.11,0.1,0.13,PJM
5330,5330,85312,Low,0.011547344,86.6,1,Glendale,AZ,Post Office or large volume customer,85306,Spatial join to ZCTA,24191,5.61,4315.97,8660,2.76,74.4,85306,67179,79.7,67033,16.9,9554,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.12,Southwest
5331,5331,47711,Low,0.046656299,128.6,6,Evansville,IN,Zip Code Area,47711,Zip Matches ZCTA,31457,16.22,1939.28,12860,2.45,90.1,47711,61736,80.3,58954,20.7,15333,8,3,0,0,0.0,0.0,0.0,0.12,0.07,0.15,0.0,0.0,0.0,MISO
5332,5332,55105,Low,0.009174312,109.0,1,Saint Paul,MN,Zip Code Area,55105,Zip Matches ZCTA,28455,3.61,7877.91,10900,2.22,65.9,55105,112317,85.7,106037,34.5,31264,32,3,0,0,0.0,0.0,0.0,0.1,0.08,0.13,0.0,0.0,0.0,MISO
5333,5333,8092,Medium,0.680272109,13.23,9,West Creek,NJ,Zip Code Area,8092,Zip Matches ZCTA,3673,23.15,158.68,1323,2.62,88.7,8092,91689,73.5,93812,27.3,8529,10,4,0,0,0.0,0.0,0.0,0.1,0.06,0.13,0.0,0.0,0.0,PJM
5334,5334,90731,Medium,0.206472463,222.79,46,San Pedro,CA,Zip Code Area,90731,Zip Matches ZCTA,59662,9.21,6480.07,22279,2.66,46.5,90731,69560,80.2,69830,17.6,22641,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.15,0.13,0.15,CAISO
5335,5335,53548,Low,0.013629549,73.37,1,Janesville,WI,Zip Code Area,53548,Zip Matches ZCTA,18558,71.43,259.8,7337,2.46,77.7,53548,61157,76.0,61644,23.7,9593,7,4,0,0,0.0,0.0,0.0,0.11,0.08,0.13,0.1,0.05,0.13,MISO
5336,5336,12059,Medium,0.598802395,6.68,4,East Berne,NY,Zip Code Area,12059,Zip Matches ZCTA,1632,25.95,62.89,668,2.41,89.8,12059,86498,81.6,82831,27.8,3025,14,6,0,0,0.0,0.0,0.0,0.08,0.04,0.11,0.0,0.0,0.0,NYISO
5337,5337,20906,Low,0.083665339,251.0,21,Silver Spring,MD,Zip Code Area,20906,Zip Matches ZCTA,64696,12.09,5353.41,25100,2.73,56.1,20906,89490,75.1,89746,29.8,16457,7,4,0,0,0.0,0.0,0.0,0.08,0.05,0.1,0.0,0.0,0.0,PJM
5338,5338,90020,Low,0.084089134,166.49,14,Los Angeles,CA,Zip Code Area,90020,Zip Matches ZCTA,38967,1.13,34484.07,16649,2.4,4.5,90020,62641,86.4,62939,6.4,47410,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.15,CAISO
5339,5339,12047,Low,0.035157623,85.33,3,Cohoes,NY,Zip Code Area,12047,Zip Matches ZCTA,19664,8.83,2226.95,8533,2.3,42.3,12047,65641,74.9,69208,19.7,7252,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
5340,5340,21856,Medium,0.31152648,3.21,1,Quantico,MD,Zip Code Area,21856,Zip Matches ZCTA,1035,35.03,29.55,321,2.03,84.7,21856,48559,83.2,31216,24.0,4838,7,4,0,0,0.0,0.0,0.0,0.08,0.03,0.1,0.13,0.1,0.14,PJM
5341,5341,85716,Medium,0.204904911,156.17,32,Tucson,AZ,Zip Code Area,85716,Zip Matches ZCTA,32853,7.05,4657.36,15617,2.01,57.6,85716,53957,76.0,51889,19.8,19461,7,1,0,0,0.0,0.0,0.0,0.12,0.08,0.11,0.0,0.0,0.0,Southwest
5342,5342,94618,High,2.989558003,69.91,209,Oakland,CA,Zip Code Area,94618,Zip Matches ZCTA,16046,2.43,6611.45,6991,2.32,64.7,94618,180943,85.3,173682,51.0,32703,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
5343,5343,10594,Low,0.065104167,15.36,1,Thornwood,NY,Zip Code Area,10594,Zip Matches ZCTA,5117,2.51,2042.71,1536,3.11,86.3,10594,144929,80.7,147004,32.6,22072,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.0,0.0,0.0,NYISO
5344,5344,91361,High,1.388564761,85.7,119,Westlake Village,CA,Zip Code Area,91361,Zip Matches ZCTA,20438,33.5,610.03,8570,2.42,81.2,91361,160781,75.7,161133,42.0,44594,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
5345,5345,94709,High,1.11517016,52.01,58,Berkeley,CA,Zip Code Area,94709,Zip Matches ZCTA,11806,0.59,20078.23,5201,2.06,25.0,94709,94530,82.6,85552,39.5,31766,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
5346,5346,76008,Low,0.038557933,51.87,2,Aledo,TX,Zip Code Area,76008,Zip Matches ZCTA,13602,74.12,183.51,5187,2.95,95.0,76008,141448,83.7,139060,33.3,32255,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERCOT
5347,5347,5829,Medium,0.243902439,8.2,2,Derby,VT,Zip Code Area,5829,Zip Matches ZCTA,2003,25.46,78.67,820,2.11,66.7,5829,51269,66.7,52410,26.0,13485,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.19,New England
5348,5348,19977,Low,0.174804801,85.81,15,Smyrna,DE,Zip Code Area,19977,Zip Matches ZCTA,22984,83.13,276.5,8581,2.68,77.8,19977,76103,75.6,77970,17.9,7470,2,2,0,0,0.0,0.0,0.0,0.07,0.05,0.09,0.13,0.04,0.14,PJM
5349,5349,62711,Low,0.014677822,68.13,1,Springfield,IL,Zip Code Area,62711,Zip Matches ZCTA,15347,30.65,500.77,6813,2.43,89.2,62711,127806,75.1,128515,40.7,24439,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.08,0.14,0.11,0.15,MISO
5350,5350,60089,Low,0.006315125,158.35,1,Buffalo Grove,IL,Zip Code Area,60089,Zip Matches ZCTA,41533,9.75,4258.05,15835,2.62,71.4,60089,122163,84.1,126531,34.6,15171,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.09,0.0,0.0,0.0,MISO
5351,5351,93265,High,3.227771011,16.42,53,Springville,CA,Zip Code Area,93265,Zip Matches ZCTA,3699,374.06,9.89,1642,1.98,85.1,93265,77564,63.8,79656,27.3,32261,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
5352,5352,91942,Medium,0.51497006,167.0,86,La Mesa,CA,Zip Code Area,91942,Zip Matches ZCTA,38069,5.83,6525.37,16700,2.34,43.7,91942,70677,75.4,70800,23.6,22919,22,2,0,0,0.0,0.0,0.0,0.14,0.11,0.15,0.0,0.0,0.0,CAISO
5353,5353,17070,Low,0.103351543,67.73,7,New Cumberland,PA,Zip Code Area,17070,Zip Matches ZCTA,15692,13.4,1170.7,6773,2.36,79.6,17070,75854,79.2,77853,27.6,6932,7,3,0,0,0.0,0.0,0.0,0.06,0.04,0.09,0.0,0.0,0.0,PJM
5354,5354,95201,Low,0.029886432,66.92,2,Stockton,CA,Post Office or large volume customer,95215,Spatial join to ZCTA,23224,94.68,245.28,6692,3.43,84.2,95215,61161,79.7,55205,14.0,19920,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
5355,5355,78721,Medium,0.363548231,41.26,15,Austin,TX,Zip Code Area,78721,Zip Matches ZCTA,11425,3.7,3086.17,4126,2.91,73.9,78721,46821,79.7,50093,5.5,11133,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.11,ERCOT
5356,5356,14612,Low,0.01354463,147.66,2,Rochester,NY,Zip Code Area,14612,Zip Matches ZCTA,34515,17.08,2020.9,14766,2.26,76.0,14612,71973,74.1,74733,25.0,9702,14,6,0,0,0.0,0.0,0.0,0.09,0.07,0.1,0.0,0.0,0.0,NYISO
5357,5357,13734,Low,0.122249389,8.18,1,Barton,NY,Zip Code Area,13734,Zip Matches ZCTA,2287,36.22,63.14,818,2.61,61.2,13734,62385,76.9,54794,28.1,8020,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
5358,5358,94552,High,2.376672658,50.07,119,Castro Valley,CA,Zip Code Area,94552,Zip Matches ZCTA,14454,44.9,321.92,5007,2.95,96.6,94552,160104,85.2,157293,42.4,22812,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
5359,5359,80238,Medium,0.477326969,54.47,26,Denver,CO,Zip Code Area,80238,Zip Matches ZCTA,10058,4.85,2074.24,5447,2.73,83.2,80238,147047,93.2,145885,30.4,18580,10,0,0,0,0.0,0.0,0.0,0.09,0.07,0.11,0.0,0.0,0.0,Southwest
5360,5360,18977,Low,0.199071002,15.07,3,Washington Crossing,PA,Zip Code Area,18977,Zip Matches ZCTA,4291,5.23,820.77,1507,2.45,99.1,18977,190834,76.0,185393,53.4,40122,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.11,0.0,0.0,0.0,PJM
5361,5361,12804,Low,0.074864308,106.86,8,Queensbury,NY,Zip Code Area,12804,Zip Matches ZCTA,26540,53.1,499.78,10686,2.45,74.8,12804,83892,75.3,80074,27.1,20924,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
5362,5362,55438,Low,0.027318672,73.21,2,Minneapolis,MN,Zip Code Area,55438,Zip Matches ZCTA,16249,8.35,1947.15,7321,2.18,69.7,55438,106938,78.0,106341,39.3,17875,32,3,0,0,0.0,0.0,0.0,0.1,0.08,0.13,0.0,0.0,0.0,MISO
5363,5363,7834,Low,0.029542097,67.7,2,Denville,NJ,Zip Code Area,7834,Zip Matches ZCTA,17722,12.29,1442.22,6770,2.64,89.9,7834,132461,82.0,138238,34.1,15954,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
5364,5364,21030,Low,0.089802435,100.22,9,Cockeysville,MD,Zip Code Area,21030,Zip Matches ZCTA,24355,23.78,1024.27,10022,2.37,48.4,21030,103267,84.8,104101,27.0,19226,7,4,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.0,0.0,0.0,PJM
5365,5365,78043,Low,0.01697937,117.79,2,Laredo,TX,Zip Code Area,78043,Zip Matches ZCTA,42713,174.71,244.49,11779,3.73,60.4,78043,46298,79.8,47275,7.4,17359,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERCOT
5366,5366,2790,Medium,0.767346939,61.25,47,Westport,MA,Zip Code Area,2790,Zip Matches ZCTA,15717,53.71,292.61,6125,2.58,85.5,2790,91872,72.8,96211,33.6,13777,18,4,0,0,0.0,0.0,0.0,0.11,0.1,0.15,0.0,0.0,0.0,New England
5367,5367,17578,Medium,0.266971777,26.22,7,Stevens,PA,Zip Code Area,17578,Zip Matches ZCTA,7485,15.31,488.99,2622,2.68,81.6,17578,72015,81.0,75034,24.9,4085,7,3,0,0,0.0,0.0,0.0,0.06,0.03,0.09,0.0,0.0,0.0,PJM
5368,5368,78702,Medium,0.366216526,87.38,32,Austin,TX,Zip Code Area,78702,Zip Matches ZCTA,21334,5.0,4268.51,8738,2.52,64.8,78702,65635,83.2,69536,14.0,14269,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.11,ERCOT
5369,5369,97127,Medium,0.259067358,11.58,3,Lafayette,OR,Zip Code Area,97127,Zip Matches ZCTA,3740,0.88,4230.77,1158,3.35,76.8,97127,63225,88.3,58047,7.3,3638,22,6,0,0,0.0,0.0,0.0,0.06,0.04,0.06,0.0,0.0,0.0,Northwest
5370,5370,10969,Low,0.2,5.0,1,Pine Island,NY,Zip Code Area,10969,Zip Matches ZCTA,1267,11.22,112.91,500,2.81,90.0,10969,105744,91.8,99541,14.8,2666,14,6,0,0,0.0,0.0,0.0,0.1,0.06,0.15,0.0,0.0,0.0,NYISO
5371,5371,53105,Low,0.017871504,111.91,2,Burlington,WI,Zip Code Area,53105,Zip Matches ZCTA,29225,157.5,185.56,11191,2.57,80.1,53105,75804,80.7,74078,24.8,13718,7,4,0,0,0.0,0.0,0.0,0.11,0.08,0.14,0.0,0.0,0.0,MISO
5372,5372,63090,Low,0.023153508,86.38,2,Washington,MO,Zip Code Area,63090,Zip Matches ZCTA,21524,81.7,263.47,8638,2.49,81.9,63090,77336,76.8,79231,24.9,11551,10,3,0,0,0.0,0.0,0.0,0.08,0.07,0.11,0.1,0.07,0.1,Northwest
5373,5373,19938,Low,0.129827978,30.81,4,Clayton,DE,Zip Code Area,19938,Zip Matches ZCTA,8357,48.75,171.42,3081,2.84,77.6,19938,69221,78.9,67602,12.3,8089,2,2,0,0,0.0,0.0,0.0,0.07,0.05,0.09,0.13,0.04,0.14,PJM
5374,5374,21784,Medium,0.308914387,135.96,42,Sykesville,MD,Zip Code Area,21784,Zip Matches ZCTA,37941,57.53,659.47,13596,2.8,89.9,21784,126132,82.3,120746,33.0,23925,7,4,0,0,0.0,0.0,0.0,0.07,0.06,0.09,0.0,0.0,0.0,PJM
5375,5375,10520,Medium,0.268817204,52.08,14,Croton on Hudson,NY,Zip Code Area,10520,Zip Matches ZCTA,12810,13.76,930.89,5208,2.38,58.4,10520,137656,78.7,147096,34.4,23134,14,6,0,0,0.0,0.0,0.0,0.14,0.13,0.2,0.0,0.0,0.0,NYISO
5376,5376,91977,Medium,0.750750751,186.48,140,Spring Valley,CA,Zip Code Area,91977,Zip Matches ZCTA,58368,9.66,6041.61,18648,3.3,68.9,91977,73277,81.8,70214,14.7,15493,22,2,0,0,0.0,0.0,0.0,0.14,0.11,0.15,0.0,0.0,0.0,CAISO
