zipcode,Category,Rate,number_installed,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,population,landsqmi,popdensity,total_household,avg_hh_size,percet_1unit,ZCTA_5,mean_income,earning_hhs,mean_income_earning_hhs,percent_int_div_rent,earn_int_div_rent,no_financial_incentive_prog,no_rules_reg_pol_incentive,no_plants,op_months,summer_capacity,winter_capacity,nameplate_capacity,comm_rate,ind_rate,res_rate,comm_rate_noniou,ind_rate_noniou,res_rate_noniou,region
80112,Low,0,5,Englewood,CO,Zip Code Area,80112,Zip Matches ZCTA,29217,18.48,1580.75,13140,2.41,57.4,80112,111103,86.8,107665,30.1,24244,10,0,0,0,0,0,0,0.09,0.07,0.11,0.11,0.09,0.13,Southwest
32789,Low,0,1,Winter Park,FL,Zip Code Area,32789,Zip Matches ZCTA,24557,7.8,3147.93,10318,2.28,75.5,32789,138386,75,147588,34.4,41510,5,2,0,0,0,0,0,0,0,0,0.09,0,0.11,Southeast
8009,Low,0,4,Berlin,NJ,Zip Code Area,8009,Zip Matches ZCTA,12854,13.68,939.35,4627,2.8,88,8009,96505,81,98542,16.9,12523,10,4,0,0,0,0,0,0.1,0.06,0.13,0,0,0,PJM
85037,Low,0,11,Phoenix,AZ,Zip Code Area,85037,Zip Matches ZCTA,44771,8.19,5469.22,13775,3.6,85,85037,56532,91.1,53911,6.1,21319,7,1,0,0,0,0,0,0.11,0.08,0.13,0.09,0.06,0.12,Southwest
21047,Low,0,11,Fallston,MD,Zip Code Area,21047,Zip Matches ZCTA,11873,23.52,504.72,4187,2.94,98.9,21047,121945,85.6,117306,36.4,11020,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
85650,Low,0,21,Sierra Vista,AZ,Zip Code Area,85650,Zip Matches ZCTA,15279,41.72,366.21,6453,2.38,77.2,85650,86200,64.2,84994,31.5,17907,7,1,0,0,0,0,0,0.11,0.08,0.13,0.11,0.1,0.14,Southwest
8108,Low,0,4,Collingswood,NJ,Zip Code Area,8108,Zip Matches ZCTA,18045,2.73,6609.89,7514,2.43,70,8108,95038,78.9,99274,29,12058,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
80303,Low,0,10,Boulder,CO,Zip Code Area,80303,Zip Matches ZCTA,22361,22.01,1016.09,11285,2.13,48.7,80303,82333,77.3,80060,33.4,25494,10,0,0,0,0,0,0,0.09,0.07,0.11,0.11,0.08,0.12,Southwest
14723,Low,0,2,Cherry Creek,NY,Zip Code Area,14723,Zip Matches ZCTA,1295,43.24,29.95,421,2.64,84.6,14723,58783,80.8,55046,24.5,2623,14,6,0,0,0,0,0,0.07,0.04,0.09,0.1,0,0.12,NYISO
1845,Low,0,17,North Andover,MA,Zip Code Area,1845,Zip Matches ZCTA,28352,26.31,1077.74,10900,2.62,64.9,1845,129840,82.2,133265,30.5,24632,18,4,0,0,0,0,0,0.1,0.1,0.14,0.14,0.13,0.14,New England
32768,Low,0,1,Plymouth,FL,Post Office or large volume customer,32712,Spatial join to ZCTA,41769,59.65,700.26,15315,2.88,90.9,32712,82645,79.6,83171,21.2,13872,5,2,0,0,0,0,0,0.09,0.08,0.12,0,0,0,Southeast
1701,Low,0,48,Framingham,MA,Zip Code Area,1701,Zip Matches ZCTA,31217,16.96,1840.73,12543,2.5,81.6,1701,117887,81.9,118565,32.5,19805,18,4,8,53,27.2,24.1,27.2,0.11,0.1,0.15,0,0,0,New England
32810,Low,0,1,Orlando,FL,Zip Code Area,32810,Zip Matches ZCTA,32210,9.24,3487.44,12700,2.8,62.8,32810,53712,82.3,52455,8.4,35128,5,2,0,0,0,0,0,0.09,0.08,0.12,0.09,0,0.11,Southeast
60067,Low,0,1,Palatine,IL,Zip Code Area,60067,Zip Matches ZCTA,38585,13.73,2811.09,15364,2.46,70.3,60067,121621,83.1,122811,35.2,21438,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,MISO
94577,Low,0,78,San Leandro,CA,Zip Code Area,94577,Zip Matches ZCTA,45560,8.15,5591.56,17284,2.7,68.4,94577,84687,80.9,82937,21.4,21148,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
61301,Low,0,1,La Salle,IL,Zip Code Area,61301,Zip Matches ZCTA,10588,39.8,266.04,4376,2.29,82.5,61301,54712,77.1,56361,19.7,5455,7,3,0,0,0,0,0,0.06,0.03,0.08,0.11,0.08,0.12,MISO
32073,Low,0,1,Orange Park,FL,Zip Code Area,32073,Zip Matches ZCTA,38920,16.42,2370.71,14811,2.62,75.6,32073,68861,80.4,62198,18.2,17296,5,2,0,0,0,0,0,0,0,0,0.1,0.07,0.11,Southeast
76053,Low,0,1,Hurst,TX,Zip Code Area,76053,Zip Matches ZCTA,28421,8.04,3535.39,10992,2.72,65.7,76053,66460,82,67172,19.8,7945,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
34293,Low,0,1,Venice,FL,Zip Code Area,34293,Zip Matches ZCTA,33001,45.76,721.22,16042,2.22,86.9,34293,70201,53.9,61129,47.9,23433,5,2,0,0,0,0,0,0.08,0.06,0.1,0.09,0,0.1,Southeast
94122,Medium,0.01,237,San Francisco,CA,Zip Code Area,94122,Zip Matches ZCTA,56023,2.36,23698.39,23189,2.65,54.1,94122,125924,84.2,126559,35.5,24015,22,2,0,0,0,0,0,0,0,0,0.12,0.03,0.2,CAISO
47421,Low,0,7,Bedford,IN,Zip Code Area,47421,Zip Matches ZCTA,27831,182.73,152.31,11165,2.41,80.1,47421,56213,72.8,57627,18.1,7003,8,3,0,0,0,0,0,0.09,0.07,0.11,0.12,0.09,0.14,MISO
95470,Medium,0.02,44,Redwood Valley,CA,Zip Code Area,95470,Zip Matches ZCTA,6032,82.52,73.1,2202,2.92,79,95470,69962,79.3,64730,27.4,10438,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
53208,Low,0,1,Milwaukee,WI,Zip Code Area,53208,Zip Matches ZCTA,31133,3.9,7976.68,12233,2.5,35.9,53208,48345,76.7,52566,11.7,9400,7,4,0,0,0,0,0,0.12,0.08,0.15,0,0,0,MISO
18417,Low,0,1,Equinunk,PA,Zip Code Area,18417,Zip Matches ZCTA,1121,58.48,19.17,421,2.37,85.7,18417,55817,65.8,52684,29.7,9069,7,3,0,0,0,0,0,0.07,0.04,0.1,0,0,0,PJM
8220,Low,0,1,Leeds Point,NJ,Post Office or large volume customer,8205,Spatial join to ZCTA,28626,42.41,675.06,10267,2.75,73.4,8205,75942,79.9,74231,22.3,11519,10,4,0,0,0,0,0,0.1,0.06,0.13,0,0,0,PJM
14507,Low,0,1,Middlesex,NY,Zip Code Area,14507,Zip Matches ZCTA,1351,32.73,41.28,515,2.41,79.8,14507,66363,70.7,69047,19.6,12310,14,6,0,0,0,0,0,0.08,0.06,0.09,0,0,0,NYISO
94925,Medium,0.02,71,Corte Madera,CA,Zip Code Area,94925,Zip Matches ZCTA,9253,3.16,2925.39,3802,2.55,76.6,94925,170612,81.2,172320,45,33073,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
90304,Low,0,7,Inglewood,CA,Zip Code Area,90304,Zip Matches ZCTA,28210,1.57,18002.55,6549,4.12,60.9,90304,49751,91.6,46633,6.9,14407,22,2,0,0,0,0,0,0.09,0.06,0.13,0.15,0.13,0.15,CAISO
97086,Low,0,11,Happy Valley,OR,Zip Code Area,97086,Zip Matches ZCTA,26010,10.55,2464.94,10264,2.75,71,97086,102170,81.9,101607,31.9,16575,22,6,0,0,0,0,0,0.06,0.04,0.06,0,0,0,Northwest
45817,Low,0,1,Bluffton,OH,Zip Code Area,45817,Zip Matches ZCTA,6736,64.59,104.29,2582,2.53,87.5,45817,75509,79.5,76432,34,10360,8,2,0,0,0,0,0,0.08,0.06,0.1,0.12,0.1,0.13,PJM
12833,Low,0,7,Greenfield Center,NY,Zip Code Area,12833,Zip Matches ZCTA,4401,35.25,124.87,1666,2.5,77.9,12833,85855,80.1,85496,22.4,8951,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
46550,Low,0,2,Nappanee,IN,Zip Code Area,46550,Zip Matches ZCTA,12311,74.65,164.91,4233,3.07,82.7,46550,70535,80.7,70553,25,17158,8,3,0,0,0,0,0,0.12,0.07,0.13,0,0.09,0.12,MISO
97070,Low,0,3,Wilsonville,OR,Zip Code Area,97070,Zip Matches ZCTA,20957,19.08,1098.38,9179,2.39,49.3,97070,93080,76.9,95800,26.7,22887,22,6,0,0,0,0,0,0.06,0.04,0.06,0,0,0,Northwest
85006,Low,0,30,Phoenix,AZ,Zip Code Area,85006,Zip Matches ZCTA,25742,3.9,6593.75,9044,3.02,63.4,85006,42717,76.5,47431,7.5,10947,7,1,0,0,0,0,0,0.11,0.08,0.13,0,0,0,Southwest
75089,Low,0,4,Rowlett,TX,Zip Code Area,75089,Zip Matches ZCTA,30251,11.51,2628.46,10177,3.2,97.4,75089,102487,90.2,100304,21.1,12066,19,2,0,0,0,0,0,0,0,0,0.09,0.05,0.1,ERCOT
1529,Low,0,1,Millville,MA,Zip Code Area,1529,Zip Matches ZCTA,3190,4.91,650.22,1073,2.99,75.4,1529,99992,86.1,104667,18.8,5109,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
32606,Low,0,13,Gainesville,FL,Zip Code Area,32606,Zip Matches ZCTA,21833,17.08,1278.13,9379,2.6,58.6,32606,78100,79.7,77226,23.3,16073,5,2,0,0,0,0,0,0,0,0,0.13,0.09,0.13,Southeast
94102,Low,0,18,San Francisco,CA,Zip Code Area,94102,Zip Matches ZCTA,31176,0.67,46462,17135,1.64,3.8,94102,63634,62.6,85634,14.3,22481,22,2,0,0,0,0,0,0,0,0,0.12,0.03,0.2,CAISO
7946,Low,0,2,Millington,NJ,Zip Code Area,7946,Zip Matches ZCTA,3144,4.16,755.59,1081,2.89,98.7,7946,174119,84.5,167702,44.3,32929,10,4,0,0,0,0,0,0.08,0.06,0.09,0,0,0,PJM
92832,Low,0,39,Fullerton,CA,Zip Code Area,92832,Zip Matches ZCTA,24752,2.81,8796.02,8182,3.06,53.5,92832,74253,81.5,75826,12.3,29296,22,2,0,0,0,0,0,0.09,0.06,0.13,0.17,0.15,0.17,CAISO
34223,Low,0,2,Englewood,FL,Zip Code Area,34223,Zip Matches ZCTA,16875,28.59,590.28,8359,1.99,75.3,34223,68510,44.7,62259,51,23444,5,2,0,0,0,0,0,0.08,0.06,0.1,0.09,0,0.1,Southeast
1431,Medium,0.01,13,Ashby,MA,Zip Code Area,1431,Zip Matches ZCTA,3074,23.7,129.69,1051,3.04,95.1,1431,97699,86.5,96726,24.5,6888,18,4,0,0,0,0,0,0.14,0.09,0.17,0,0,0,New England
92509,Low,0.01,158,Riverside,CA,Zip Code Area,92509,Zip Matches ZCTA,75196,31.1,2417.96,19779,4.03,81.3,92509,69939,85.4,68702,11.4,10020,22,2,0,0,0,0,0,0.09,0.06,0.13,0.16,0.12,0.16,CAISO
3446,Low,0,1,Swanzey,NH,Zip Code Area,3446,Zip Matches ZCTA,6285,42.77,146.96,2395,2.52,73.1,3446,80326,84.2,75631,26.3,22622,4,4,0,0,0,0,0,0.12,0.2,0.13,0,0,0,New England
19127,Low,0,1,Philadelphia,PA,Zip Code Area,19127,Zip Matches ZCTA,5913,0.55,10750.91,2378,2.62,69.9,19127,81172,92,80995,21,7970,7,3,0,0,0,0,0,0.07,0.04,0.11,0,0,0,PJM
53588,Low,0,3,Spring Green,WI,Zip Code Area,53588,Zip Matches ZCTA,4077,137.19,29.72,1692,2.27,80.3,53588,70420,76.1,69657,28.2,16328,7,4,0,0,0,0,0,0.11,0.08,0.13,0,0,0,MISO
21227,Low,0,13,Halethorpe,MD,Zip Code Area,21227,Zip Matches ZCTA,33534,11.53,2909.17,12167,2.81,82.1,21227,72295,80.3,75725,15.8,6156,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
10710,Low,0,4,Yonkers,NY,Zip Code Area,10710,Zip Matches ZCTA,25120,4.58,5483.52,10195,2.7,52.9,10710,106272,78.1,111039,23.6,13471,14,6,0,0,0,0,0,0.14,0.13,0.2,0,0,0,NYISO
21710,Low,0,6,Adamstown,MD,Zip Code Area,21710,Zip Matches ZCTA,4515,25.56,176.67,1733,2.72,90.1,21710,120729,74.1,129242,40.2,19579,7,4,0,0,0,0,0,0.07,0.05,0.07,0,0,0,PJM
95912,Medium,0.01,19,Arbuckle,CA,Zip Code Area,95912,Zip Matches ZCTA,4685,180.54,25.95,1426,3.29,87.4,95912,82499,83.7,83752,17.2,20430,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
95258,Low,0.01,8,Woodbridge,CA,Zip Code Area,95258,Zip Matches ZCTA,4018,3.22,1246.66,1489,2.59,86.4,95258,95425,77.2,91430,29,19893,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
60540,Low,0,1,Naperville,IL,Zip Code Area,60540,Zip Matches ZCTA,42910,13.2,3251,15828,2.72,80.1,60540,132604,83.2,133036,36.4,22971,7,3,0,0,0,0,0,0.06,0.03,0.09,0.11,0.09,0.12,MISO
63131,Low,0,4,Saint Louis,MO,Zip Code Area,63131,Zip Matches ZCTA,16769,13.92,1204.84,6367,2.73,99,63131,211124,79.9,204726,53.4,57437,10,3,0,0,0,0,0,0.08,0.07,0.11,0.1,0.12,0.11,Northwest
32086,Low,0,2,Saint Augustine,FL,Zip Code Area,32086,Zip Matches ZCTA,24546,65.82,372.93,11121,2.42,75.5,32086,64507,68.4,62795,25.1,17042,5,2,0,0,0,0,0,0.08,0.06,0.1,0,0,0,Southeast
92663,Low,0,35,Newport Beach,CA,Zip Code Area,92663,Zip Matches ZCTA,21649,3.3,6564.28,10228,2.15,50,92663,135247,80.1,131254,31,55081,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
14036,Low,0,1,Corfu,NY,Zip Code Area,14036,Zip Matches ZCTA,5201,54.17,96.01,2009,2.53,85.7,14036,70412,79.4,70106,25.1,6806,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
92049,Low,0,5,Oceanside,CA,Post Office or large volume customer,92054,Spatial join to ZCTA,40375,11.95,3379.79,15622,2.66,51,92054,75777,81.5,74147,18.1,25528,22,2,0,0,0,0,0,0.14,0.11,0.15,0,0,0,CAISO
84041,Low,0,2,Layton,UT,Zip Code Area,84041,Zip Matches ZCTA,44625,14.78,3018.47,15526,3.15,67.4,84041,68779,88.6,66541,15.8,9109,3,3,0,0,0,0,0,0.09,0.06,0.12,0.08,0.07,0.09,Northwest
77539,Low,0,1,Dickinson,TX,Zip Code Area,77539,Zip Matches ZCTA,38806,50.41,769.81,14775,2.78,73.2,77539,83809,85.4,83412,15.9,17529,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
85284,Low,0,22,Tempe,AZ,Zip Code Area,85284,Zip Matches ZCTA,16479,7.76,2123.86,6706,2.74,95.3,85284,145954,85,144251,37.4,27818,7,1,0,0,0,0,0,0,0,0,0.09,0.06,0.12,Southwest
13642,Low,0,1,Gouverneur,NY,Zip Code Area,13642,Zip Matches ZCTA,10088,181.09,55.71,3557,2.54,66,13642,57052,73.7,53372,21.6,17105,14,6,1,12,1,1,1,0.07,0.03,0.1,0,0,0,NYISO
96717,Low,0,3,Hauula,HI,Zip Code Area,96717,Zip Matches ZCTA,5555,24.87,223.33,1356,3.56,81.3,96717,86011,83.6,82417,25.1,10830,1,2,0,0,0,0,0,0.23,0.19,0.26,0,0,0,Hawaii
92211,Medium,0.02,210,Palm Desert,CA,Zip Code Area,92211,Zip Matches ZCTA,24294,15.06,1613.58,12578,1.95,85.1,92211,87638,51.4,76133,43.7,46882,22,2,0,0,0,0,0,0.09,0.06,0.13,0.12,0.14,0.13,CAISO
89431,Low,0,4,Sparks,NV,Zip Code Area,89431,Zip Matches ZCTA,36189,9.67,3741.24,14094,2.67,58.3,89431,48123,76.6,47993,11.6,17744,9,2,0,0,0,0,0,0.04,0.03,0.05,0,0,0,Northwest
95926,Medium,0.01,191,Chico,CA,Zip Code Area,95926,Zip Matches ZCTA,37725,7.65,4930.73,14946,2.44,60.3,95926,61118,76.9,59162,21.8,17135,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
98019,Low,0,1,Duvall,WA,Zip Code Area,98019,Zip Matches ZCTA,10725,76.33,140.51,4098,2.74,88.5,98019,125220,85.3,132754,31.4,15631,11,3,0,0,0,0,0,0.05,0.05,0.06,0.09,0.07,0.1,Northwest
19709,Low,0,57,Middletown,DE,Zip Code Area,19709,Zip Matches ZCTA,35107,79.63,440.89,12241,3.12,92.1,19709,109890,85.1,111827,24.3,10011,2,2,0,0,0,0,0,0.07,0.05,0.09,0.15,0.1,0.14,PJM
91915,Low,0.01,46,Chula Vista,CA,Zip Code Area,91915,Zip Matches ZCTA,24659,7.61,3240.77,7993,3.84,89,91915,111918,97,104858,17.9,9934,22,2,0,0,0,0,0,0.14,0.11,0.15,0,0,0,CAISO
46516,Low,0,2,Elkhart,IN,Zip Code Area,46516,Zip Matches ZCTA,33501,17.78,1884.62,11740,2.86,72.2,46516,50354,78.6,51365,11.4,16807,8,3,0,0,0,0,0,0.1,0.07,0.12,0,0,0,MISO
21222,Low,0,9,Dundalk,MD,Zip Code Area,21222,Zip Matches ZCTA,55786,10.96,5089.03,20758,2.63,82.2,21222,58839,72.7,61263,13,9618,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
5777,Low,0,3,West Rutland,VT,Zip Code Area,5777,Zip Matches ZCTA,3420,48.24,70.9,1388,2.42,81.9,5777,64665,75.5,65572,26.6,9064,4,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,New England
92704,Low,0,41,Santa Ana,CA,Zip Code Area,92704,Zip Matches ZCTA,88123,7.39,11926.24,19793,4.54,53.4,92704,75744,91.6,73089,11.5,9803,22,2,1,5,1.5,1.5,1.5,0.09,0.06,0.13,0,0,0,CAISO
76011,Low,0,1,Arlington,TX,Zip Code Area,76011,Zip Matches ZCTA,21594,8.03,2690.51,9692,2.39,21.2,76011,48424,87.1,47596,9,14206,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
20769,Low,0,7,Glenn Dale,MD,Zip Code Area,20769,Zip Matches ZCTA,6604,7.69,859.34,2175,3.21,99.2,20769,136823,92.4,129736,25.8,9994,7,4,0,0,0,0,0,0.08,0.07,0.1,0,0,0,PJM
17329,Low,0.01,6,Glenville,PA,Zip Code Area,17329,Zip Matches ZCTA,2494,16.36,152.46,907,2.78,98,17329,88483,82.9,85455,19.7,7043,7,3,0,0,0,0,0,0.07,0.05,0.09,0.11,0.08,0.12,PJM
18810,Low,0,2,Athens,PA,Zip Code Area,18810,Zip Matches ZCTA,6162,45.97,134.05,2392,2.39,67.9,18810,61104,66.3,64803,23,24482,7,3,0,0,0,0,0,0.07,0.05,0.11,0.1,0.07,0.13,PJM
2071,Low,0.01,2,South Walpole,MA,Zip Code Area,2071,Zip Matches ZCTA,1707,0.97,1759.79,315,3.69,89.5,2071,143070,100,108189,43.8,37764,18,4,0,0,0,0,0,0.11,0.1,0.15,0,0,0,New England
32806,Low,0,7,Orlando,FL,Zip Code Area,32806,Zip Matches ZCTA,24820,6.66,3726.17,11223,2.31,75,32806,70941,81.8,72161,20.3,12743,5,2,0,0,0,0,0,0.09,0.08,0.12,0.09,0,0.11,Southeast
52302,Low,0,2,Marion,IA,Zip Code Area,52302,Zip Matches ZCTA,36980,74.17,498.58,15496,2.5,74.7,52302,80607,81,81217,26.2,15028,7,2,0,0,0,0,0,0.11,0.07,0.15,0.12,0.09,0.12,MISO
92831,Low,0.01,80,Fullerton,CA,Zip Code Area,92831,Zip Matches ZCTA,34204,5.98,5724.52,12234,2.84,45.4,92831,81630,83.1,80269,18.6,22902,22,2,5,27,3.9,3.9,3.9,0.09,0.06,0.13,0.17,0.15,0.17,CAISO
72758,Low,0,1,Rogers,AR,Zip Code Area,72758,Zip Matches ZCTA,33487,30.4,1101.47,13609,2.86,81,72758,96973,86.6,98678,20.4,16302,1,2,0,0,0,0,0,0.07,0.06,0.09,0.08,0.03,0.1,MISO
87508,Low,0,20,Santa Fe,NM,Zip Code Area,87508,Zip Matches ZCTA,18183,147.74,123.07,7704,2.4,87.1,87508,95017,75.9,87204,37.8,24884,2,2,0,0,0,0,0,0.1,0.05,0.12,0.14,0.11,0.16,Southwest
18955,Low,0,2,Richlandtown,PA,Zip Code Area,18955,Zip Matches ZCTA,1662,2.63,630.98,708,2.57,87.1,18955,88716,87.7,83482,15,46664,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,PJM
37060,Low,0,2,Eagleville,TN,Zip Code Area,37060,Zip Matches ZCTA,2230,38.41,58.06,861,2.55,76.1,37060,75971,77.9,76603,22.5,25701,2,2,0,0,0,0,0,0,0,0,0.09,0.05,0.07,Southeast
17004,Low,0,1,Belleville,PA,Zip Code Area,17004,Zip Matches ZCTA,5000,48.84,102.38,1670,2.77,87.2,17004,55029,71.6,58478,29.9,4391,7,3,0,0,0,0,0,0.07,0.05,0.11,0.11,0.1,0.13,PJM
19450,Low,0,1,Lederach,PA,Post Office or large volume customer,19438,Spatial join to ZCTA,23765,22.31,1065.36,9219,2.69,81.5,19438,118989,81.3,125709,33,13420,7,3,0,0,0,0,0,0.07,0.04,0.11,0,0,0,PJM
33955,Low,0,1,Punta Gorda,FL,Zip Code Area,33955,Zip Matches ZCTA,10060,54.04,186.18,4204,2.27,71.9,33955,85998,51.5,85950,42.5,31751,5,2,0,0,0,0,0,0.08,0.06,0.1,0.09,0,0.1,Southeast
55108,Low,0,1,Saint Paul,MN,Zip Code Area,55108,Zip Matches ZCTA,14688,3.93,3736.45,6251,2.29,51.8,55108,83503,87,78847,31.6,15532,32,3,0,0,0,0,0,0.1,0.08,0.13,0,0,0,MISO
78232,Low,0,5,San Antonio,TX,Zip Code Area,78232,Zip Matches ZCTA,35120,12.02,2921.31,15842,2.38,63.9,78232,91495,83.4,86081,23.6,19695,19,2,0,0,0,0,0,0,0,0,0.09,0.08,0.11,ERCOT
20011,Low,0.01,131,Washington,DC,Zip Code Area,20011,Zip Matches ZCTA,58536,4.88,12007.38,24372,2.75,57.4,20011,95022,81.1,99761,18.2,14472,2,2,0,0,0,0,0,0.08,0.01,0.08,0,0,0,#N/A
91740,Low,0.01,70,Glendora,CA,Zip Code Area,91740,Zip Matches ZCTA,25356,4.98,5093.61,8337,3.08,73,91740,82996,81.8,83032,17.7,9671,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
19104,Low,0,2,Philadelphia,PA,Zip Code Area,19104,Zip Matches ZCTA,51808,3.01,17229.13,15559,2.58,34.5,19104,37103,61.9,48803,9.2,9685,7,3,0,0,0,0,0,0.07,0.04,0.11,0,0,0,PJM
92883,Medium,0.02,187,Corona,CA,Zip Code Area,92883,Zip Matches ZCTA,29301,55.69,526.13,9933,3.28,96.2,92883,111684,82.8,113337,19.9,19305,22,2,0,0,0,0,0,0.09,0.06,0.13,0.11,0.1,0.07,CAISO
13302,Low,0,1,Altmar,NY,Zip Code Area,13302,Zip Matches ZCTA,1610,44.16,36.46,649,2.66,56.4,13302,50609,74.6,49290,9.6,6515,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
19004,Low,0,1,Bala Cynwyd,PA,Zip Code Area,19004,Zip Matches ZCTA,9416,2.76,3407.89,3836,2.51,68.1,19004,158929,79,165073,46.8,28797,7,3,1,7,2,2,2,0.07,0.04,0.11,0,0,0,PJM
13787,Low,0,3,Harpursville,NY,Zip Code Area,13787,Zip Matches ZCTA,3629,63.64,57.02,1428,2.58,60.3,13787,54668,75.6,52529,13.7,9460,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
20879,Low,0,17,Gaithersburg,MD,Zip Code Area,20879,Zip Matches ZCTA,24360,7.67,3175.18,8322,3.14,76.3,20879,98405,89.9,96764,23.6,11603,7,4,0,0,0,0,0,0.08,0.05,0.1,0,0,0,PJM
21154,Low,0.01,14,Street,MD,Zip Code Area,21154,Zip Matches ZCTA,6464,40.36,160.16,1968,2.97,81.2,21154,100524,77.4,104732,30.2,14357,7,4,0,0,0,0,0,0.08,0.05,0.1,0,0,0,PJM
81623,Low,0,2,Carbondale,CO,Zip Code Area,81623,Zip Matches ZCTA,15235,444.99,34.24,5362,2.84,76.4,81623,94327,86.3,85911,25.8,42120,10,0,0,0,0,0,0,0.09,0.07,0.11,0.11,0.1,0.14,Southwest
93283,Medium,0.01,14,Weldon,CA,Zip Code Area,93283,Zip Matches ZCTA,2040,204.29,9.99,1103,2.12,38.9,93283,39991,44.9,52086,6.4,10954,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
13460,Low,0,1,Sherburne,NY,Zip Code Area,13460,Zip Matches ZCTA,4429,71.5,61.94,1778,2.36,51,13460,55385,72.4,59086,19.5,9916,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
85364,Low,0.01,187,Yuma,AZ,Zip Code Area,85364,Zip Matches ZCTA,74904,39.48,1897.26,26120,2.82,64,85364,51575,77.2,52523,9,14084,7,1,0,0,0,0,0,0.11,0.08,0.13,0,0,0,Southwest
11223,Low,0,2,Brooklyn,NY,Zip Code Area,11223,Zip Matches ZCTA,78731,2.07,37960.95,27373,2.91,21.5,11223,68192,73.9,76581,15.2,18169,14,6,0,0,0,0,0,0.14,0.13,0.2,0,0,0,NYISO
13350,Low,0,1,Herkimer,NY,Zip Code Area,13350,Zip Matches ZCTA,10093,30.42,331.78,4195,2.22,59.8,13350,54003,68.6,55025,22.5,8815,14,6,0,0,0,0,0,0.07,0.03,0.1,0,0,0,NYISO
78737,Low,0,2,Austin,TX,Zip Code Area,78737,Zip Matches ZCTA,12081,38.2,316.3,4979,2.95,95.8,78737,148573,87.2,146991,38.3,18520,19,2,0,0,0,0,0,0,0,0,0.1,0.07,0.1,ERCOT
91714,Low,0,1,City of Industry,CA,Post Office or large volume customer,91745,Spatial join to ZCTA,54013,12.81,4217.13,16003,3.37,87.7,91745,95661,79.6,93813,24.3,19021,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
32835,Low,0,3,Orlando,FL,Zip Code Area,32835,Zip Matches ZCTA,39633,9.36,4235.65,16280,2.64,51.2,32835,71784,89.2,71597,12,13720,5,2,0,0,0,0,0,0.09,0.08,0.12,0.09,0,0.11,Southeast
80424,Low,0,1,Breckenridge,CO,Zip Code Area,80424,Zip Matches ZCTA,9627,125.92,76.45,3230,3,72,80424,96633,87,85443,35.8,32454,10,0,0,0,0,0,0,0.09,0.07,0.11,0.11,0.09,0.13,Southwest
19152,Low,0,1,Philadelphia,PA,Zip Code Area,19152,Zip Matches ZCTA,33293,2.82,11810.22,12838,2.62,66,19152,59843,73,64332,16.6,11090,7,3,0,0,0,0,0,0.07,0.04,0.11,0,0,0,PJM
13035,Low,0,8,Cazenovia,NY,Zip Code Area,13035,Zip Matches ZCTA,8617,74.79,115.22,3118,2.5,84.8,13035,100934,75.4,103825,32.6,17907,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
92260,Medium,0.03,424,Palm Desert,CA,Zip Code Area,92260,Zip Matches ZCTA,31753,28.4,1118.18,15501,2.17,54.5,92260,76276,63.6,68172,27.2,51729,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
12563,Low,0,5,Patterson,NY,Zip Code Area,12563,Zip Matches ZCTA,8084,22.82,354.24,2341,2.93,86.3,12563,96695,88,88506,28,7615,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
